conversion_rate,occupation,Id,business,Market_Rank,Biz_Street_Number_and_Name,Alt_BizPhone,Search_Location,Enriched_by,Date_Prospected,Prospected_by,Google_Search_Link,Stand_Alone_Website,Google_Search_Side_Profile__Y_N_,Google___of_Reviews,Google_Avg_Rating,Google_Lastest_Review__XXX_months_ago_,Angie_s_Search_Link,Angi_s_Profile_Link,Angi_s___of_Reviews,Angi_s_Avg_Rating,Angi_Lastest_Review_Date,Home_Advisor_Search_Link,HA_Profile_Link,HA___of_Reviews,HA_Avg_Rating,HA_Lastest_Review_Date,Yelp_Search_Link,Yelp_Profile_Link,Yelp___of_Reviews,Yelp___of_Reviews__that_are_not_recommended_,Yelp_Avg_Rating,Yelp__Lastest_Review_Date,Facebook_Search_Link,FB_URL,FB___of_Reviews,FB_Avg_Rating,FB_Latest_Review_Date,FB_Page_Likes,FB_Page_Follows,Instagram_Search_Link,IG_URL,IG_Follows,Month_Released,Occurence_in_MHF__Last_5_mos_,Month,Category,State,City,PostalCode,Phone,Email,DateAdded,sales_outcome,sales_outcome_date_mt,outcome_number_of_attempts,lead_status,lead_number_of_attempts,lead_converted_time,opportunity_id,opportunity_stage,opp_lead_pro_user_pk
0.0412,Landscaper,00Q3q00001aNb29EAC,Father & Son Lawn Care LLC,,New Orleans LA,5046574890,HomeAdvisor,Ruby Rachel de Castro,3/23/2022,Ruby Rachel de Castro,"www.google.com/search?q=Father & Son Lawn Care LLC in New Orleans, LA",https://father-son-lawn-care-llc-lawn-care-service.business.site/,true,1,5.0,12.0,"www.google.com/search?q=Father & Son Lawn Care LLC in New Orleans, LA site:angi.com",,,,,"www.google.com/search?q=Father & Son Lawn Care LLC in New Orleans, LA site:homeadvisor.com",https://www.homeadvisor.com/rated.FatherSonLawnCare.102131235.html,6,5.0,2021-05-19,"www.google.com/search?q=Father & Son Lawn Care LLC in New Orleans, LA site:yelp.com",https://www.yelp.com/biz/father-and-son-lawn-care-new-orleans,,,,,"www.google.com/search?q=Father & Son Lawn Care LLC in New Orleans, LA site:facebook.com",https://www.facebook.com/Father-Sons-Lawn-Care-LLC-369050866903779/,3,5.0,2021-02-21,129,131,"www.google.com/search?q=Father & Son Lawn Care LLC New Orleans, LA Instagram",,,,,March 2022,Full Service Lawn Care,LA,New Orleans,,5042177111,,2022-03-25,Retired,2022-05-26,4,Retired,4,,,,
0.0497,Paver,00Q3q00001aNah6EAC,"Structure Contracting, LLC",,2950 Burnside Ave,6122909508,HomeAdvisor,Karla Bagalay,3/21/2022,Karla Bagalay,"www.google.com/search?q=Structure Contracting, LLC in Minneapolis, MN",,true,4,3.0,24.0,"www.google.com/search?q=Structure Contracting, LLC in Minneapolis, MN site:angi.com",,,,,"www.google.com/search?q=Structure Contracting, LLC in Minneapolis, MN site:homeadvisor.com",https://www.homeadvisor.com/sp/structure-contracting,7,4.8,2006-08-27,"www.google.com/search?q=Structure Contracting, LLC in Minneapolis, MN site:yelp.com",https://www.yelp.com/biz/structure-contracting-saint-paul,,,,,"www.google.com/search?q=Structure Contracting, LLC in Minneapolis, MN site:facebook.com",,,,,,,"www.google.com/search?q=Structure Contracting, LLC Minneapolis, MN Instagram",,,,,March 2022,Concrete Repair and Maintenance,MN,Minneapolis,55121,6514530800,,2022-03-25,Retired,2022-04-21,2,Retired,2,,,,
0.0569,Electrician,00Q3q00001aNb8hEAC,Myers Electric,,"15591 Graham St Huntington Beach, CA",7148922982,HomeAdvisor,Edcelle Marie Parreno,3/28/2022,Edcelle Marie Parreno,"www.google.com/search?q=Myers Electric in Irvine, CA",,false,,,,"www.google.com/search?q=Myers Electric in Irvine, CA site:angi.com",https://www.angi.com/companylist/us/ca/huntington-beach/myers-electric-reviews-401215.htm,2,5.0,2007-09-18,"www.google.com/search?q=Myers Electric in Irvine, CA site:homeadvisor.com",https://www.homeadvisor.com/sp/myers-electric,5,4.73,2003-06-05,"www.google.com/search?q=Myers Electric in Irvine, CA site:yelp.com",https://www.yelp.com/biz/myers-electric-huntington-beach,,,,,"www.google.com/search?q=Myers Electric in Irvine, CA site:facebook.com",,,,,,,"www.google.com/search?q=Myers Electric Irvine, CA Instagram",,,,,April 2022,Electrical and Wiring Repair,CA,Irvine,92649,7148919277,,2022-04-01,Attempt,2022-05-15,1,Unsuccessful,1,,,,
0.0497,Paver,00Q3q00001aNbOTEA0,"M&M Paving, LLC",,PO Box 1714,,HomeAdvisor,Karla Bagalay,3/29/2022,Karla Bagalay,"www.google.com/search?q=M&M Paving, LLC in Nashville, TN",,false,,,,"www.google.com/search?q=M&M Paving, LLC in Nashville, TN site:angi.com",,,,,"www.google.com/search?q=M&M Paving, LLC in Nashville, TN site:homeadvisor.com",https://www.homeadvisor.com/rated.MMPavingandSeal.78977038.html,9,4.4,2021-06-05,"www.google.com/search?q=M&M Paving, LLC in Nashville, TN site:yelp.com",https://www.yelp.com/biz/m-and-m-paving-and-seal-coating-madison,,1,,,"www.google.com/search?q=M&M Paving, LLC in Nashville, TN site:facebook.com",,,,,,,"www.google.com/search?q=M&M Paving, LLC Nashville, TN Instagram",,,,,April 2022,Asphalt Installation,TN,Nashville,37116,6155459046,,2022-04-07,Sale,2022-04-19,2,Convert,2,2022-04-20T00:00:00Z,0063q000012uEVhAAM,Closed Won,451341844838391814
0.0591,Mover,00Q3q00001aOllKEAS,"Black Diamond Junk Removal
",,"5198 Richmond Rd
Bedford Heights, OH",,HomeAdvisor,Angela Pastidio,4/6/2022,Angela Pastidio,"www.google.com/search?q=Black Diamond Junk Removal
 in Cleveland, OH",https://blackdiamondjunk.com/,true,40,4.9,0.5,"www.google.com/search?q=Black Diamond Junk Removal
 in Cleveland, OH site:angi.com",,,,,"www.google.com/search?q=Black Diamond Junk Removal
 in Cleveland, OH site:homeadvisor.com",https://www.homeadvisor.com/rated.blackdiamondjunkremoval.118813097.html,15,5.0,2022-03-26,"www.google.com/search?q=Black Diamond Junk Removal
 in Cleveland, OH site:yelp.com",,,,,,"www.google.com/search?q=Black Diamond Junk Removal
 in Cleveland, OH site:facebook.com",https://www.facebook.com/blackdiamondjunkremoval/,,,,16,24,"www.google.com/search?q=Black Diamond Junk Removal
 Cleveland, OH Instagram",https://www.instagram.com/blackdiamondjunkremoval/,131,,,April 2022,Junk Removal,OH,Cleveland,44146,2169230779,info@blackdiamondjunk.com,2022-04-07,Connection,2022-05-04,1,Unsuccessful,1,,,,
0.0428,Handyman,00Q3q00001aQ3JZEA0,WellCrafters Home Improvement,,119 Daycoach Cir,,HomeAdvisor,Nhejy Chua,4/18/2022,Nhejy Chua,"www.google.com/search?q=WellCrafters Home Improvement in Baltimore, MD",,false,,,,"www.google.com/search?q=WellCrafters Home Improvement in Baltimore, MD site:angi.com",,,,,"www.google.com/search?q=WellCrafters Home Improvement in Baltimore, MD site:homeadvisor.com",https://www.homeadvisor.com/rated.WellCraftersHome.121854887.html,17,4.9,2020-02-11,"www.google.com/search?q=WellCrafters Home Improvement in Baltimore, MD site:yelp.com",https://m.yelp.com/biz/wellcrafters-home-improvement-middle-river,,,,,"www.google.com/search?q=WellCrafters Home Improvement in Baltimore, MD site:facebook.com",,,,,,,"www.google.com/search?q=WellCrafters Home Improvement Baltimore, MD Instagram",,,,,April 2022,Handyman,MD,Baltimore,21222,4104094399,,2022-04-22,Attempt,2022-06-13,1,Unsuccessful,1,,,,
0.0569,Electrician,00Q3q00001aPdVkEAK,"Hall Electric, Inc.",,"15693 Anderson Ln Fort Myers, FL",,Yelp,Maricor Villaluz,4/21/2022,Maricor Villaluz,"www.google.com/search?q=Hall Electric, Inc. in Cape Coral, FL",https://www.hallelectricfl.com/,true,14,4.6,0.5,"www.google.com/search?q=Hall Electric, Inc. in Cape Coral, FL site:angi.com",,,,,"www.google.com/search?q=Hall Electric, Inc. in Cape Coral, FL site:homeadvisor.com",,,,,"www.google.com/search?q=Hall Electric, Inc. in Cape Coral, FL site:yelp.com",https://www.yelp.com/biz/hall-electric-fort-myers,1,,5.0,2022-03-31,"www.google.com/search?q=Hall Electric, Inc. in Cape Coral, FL site:facebook.com",,,,,,,"www.google.com/search?q=Hall Electric, Inc. Cape Coral, FL Instagram",,,,,April 2022,Electrical and Wiring Repair,FL,Cape Coral,33912,2394814965,HallElectricInc@Comcast.net,2022-04-22,Connection,2022-05-17,1,Unsuccessful,1,,,,
0.0349,Cleaner,00Q3q00001X99rQEAR,Cleaning Company,,667 Quincy St,646-807-5606,Yelp,Edcelle Marie Parreno,3/31/2022,Edcelle Marie Parreno,"www.google.com/search?q=Cleaning Company in New York, NY",https://www.housecleaningcompanynyc.com/,false,,,,"www.google.com/search?q=Cleaning Company in New York, NY site:angi.com",,,,,"www.google.com/search?q=Cleaning Company in New York, NY site:homeadvisor.com",,,,,"www.google.com/search?q=Cleaning Company in New York, NY site:yelp.com",https://www.yelp.com/biz/cleaning-company-new-york-2?osq=House+Cleaning+Services,2,15,5.0,2022-04-08,"www.google.com/search?q=Cleaning Company in New York, NY site:facebook.com",,,,,,,"www.google.com/search?q=Cleaning Company New York, NY Instagram",,,,,April 2022,House Cleaning,NY,New York,11221,6462444588,lavon2201@yahoo.com,2022-04-22,Connection,2021-06-24,1,Unsuccessful,1,,,,423985694683865109
0.0428,Handyman,00Q3q00001WYw82EAD,The Wall Rebuilder,,"1138 S Santa Fe Dr
Denver, CO",,HomeAdvisor,Sheryl Reyes,4/12/2022,Sheryl Reyes,"www.google.com/search?q=The Wall Rebuilder in Denver, CO",https://wallrebuilder.com/contact-us.php,true,32,4.8,0.5,"www.google.com/search?q=The Wall Rebuilder in Denver, CO site:angi.com",https://www.angi.com/companylist/us/co/denver/the-wall-rebuilders-reviews-298907.htm,108,4.9,2020-09-30,"www.google.com/search?q=The Wall Rebuilder in Denver, CO site:homeadvisor.com",https://www.homeadvisor.com/rated.thewallrebuilder.2436682.html,16,4.9,2019-06-23,"www.google.com/search?q=The Wall Rebuilder in Denver, CO site:yelp.com",https://www.yelp.com/biz/the-wall-rebuilders-denver,63,16,4.5,2022-01-22,"www.google.com/search?q=The Wall Rebuilder in Denver, CO site:facebook.com",https://www.facebook.com/thewallrebuilder/,6,5.0,2021-09-03,379,397,"www.google.com/search?q=The Wall Rebuilder Denver, CO Instagram",,,,,April 2022,Window Installation,CO,Denver,80223,3036981057,,2022-04-29,Connection,2021-05-05,2,Unsuccessful,1,,,,
0.0569,Electrician,00Q3q00001Yh4eqEAB,Rhodes Electric,,"25060 Hancock AveSte 333 Murrieta, CA",,Yelp,Maricor Villaluz,4/27/2022,Maricor Villaluz,"www.google.com/search?q=Rhodes Electric in Hemet, CA",,false,,,,"www.google.com/search?q=Rhodes Electric in Hemet, CA site:angi.com",,,,,"www.google.com/search?q=Rhodes Electric in Hemet, CA site:homeadvisor.com",,,,,"www.google.com/search?q=Rhodes Electric in Hemet, CA site:yelp.com",https://www.yelp.com/biz/rhodes-electric-murrieta-6?osq=Electrical+Repair,15,77,4.5,2022-04-15,"www.google.com/search?q=Rhodes Electric in Hemet, CA site:facebook.com",,,,,,,"www.google.com/search?q=Rhodes Electric Hemet, CA Instagram",,,,,April 2022,Electrical and Wiring Repair,CA,Hemet,92562,9513097849,,2022-04-29,Attempt,2022-02-24,3,Unsuccessful,3,,,,
0.0428,Handyman,00Q3q00001aPdgFEAS,Hauler Boys Junk Removal & Handyman,,"Jurupa Valley, CA",,Yelp,Karla Bagalay,4/27/2022,Karla Bagalay,"www.google.com/search?q=Hauler Boys Junk Removal & Handyman in Riverside, CA",http://www.haulerboys.com,true,,,,"www.google.com/search?q=Hauler Boys Junk Removal & Handyman in Riverside, CA site:angi.com",,,,,"www.google.com/search?q=Hauler Boys Junk Removal & Handyman in Riverside, CA site:homeadvisor.com",,,,,"www.google.com/search?q=Hauler Boys Junk Removal & Handyman in Riverside, CA site:yelp.com",https://www.yelp.com/biz/hauler-boys-junk-removal-and-handyman-jurupa-valley-3?osq=Handyman,16,3,5.0,2022-02-01,"www.google.com/search?q=Hauler Boys Junk Removal & Handyman in Riverside, CA site:facebook.com",https://www.facebook.com/HaulerBoys/,,,,105,107,"www.google.com/search?q=Hauler Boys Junk Removal & Handyman Riverside, CA Instagram",,,,,April 2022,Handyman,CA,Riverside,91752,9517324194,haulerboysjunk@gmail.com,2022-04-29,Connection,2022-05-15,1,Unsuccessful,1,,,,
0.0412,Landscaper,00Q3q00001aQ3VIEA0,Ethan Fleener Construction,,"2544 Vernaccia Circle Rancho Cordova, CA",,HomeAdvisor,Nhejy Chua,5/4/2022,Nhejy Chua,"www.google.com/search?q=Ethan Fleener Construction in Carmichael, CA",,true,,,,"www.google.com/search?q=Ethan Fleener Construction in Carmichael, CA site:angi.com",,,,,"www.google.com/search?q=Ethan Fleener Construction in Carmichael, CA site:homeadvisor.com",https://www.homeadvisor.com/rated.EthanFleener.38204786.html,33,4.8,2021-06-06,"www.google.com/search?q=Ethan Fleener Construction in Carmichael, CA site:yelp.com",https://www.yelp.com/biz/ethan-fleener-construction-rancho-cordova?sort_by=date_desc,6,1,4.5,2021-01-24,"www.google.com/search?q=Ethan Fleener Construction in Carmichael, CA site:facebook.com",https://www.facebook.com/EthanMathewFleener/,1,5.0,2021-11-14,44,42,"www.google.com/search?q=Ethan Fleener Construction Carmichael, CA Instagram",https://www.instagram.com/fleenerethan/,30,,,May 2022,Outdoor Landscaping and Design,CA,Carmichael,95670,9163705063,fleenmachine1@hotmail.com,2022-05-06,Connection,2022-05-15,1,Unsuccessful,1,,,,
0.0593,Painter,00Q3q00001XQbeuEAD,Armor Coat,,"10920 Amery Av.
South Gate, CA",,HomeAdvisor,Sheryl Reyes,4/19/2022,Sheryl Reyes,"www.google.com/search?q=Armor Coat in Los Angeles, CA",https://www.armorcoatonline.com/,false,,,,"www.google.com/search?q=Armor Coat in Los Angeles, CA site:angi.com",https://www.angi.com/companylist/us/ca/south-gate/armor-coat-reviews-5715106.htm,,,,"www.google.com/search?q=Armor Coat in Los Angeles, CA site:homeadvisor.com",https://www.homeadvisor.com/rated.ArmorCoat.38412036.html,37,4.9,2022-04-14,"www.google.com/search?q=Armor Coat in Los Angeles, CA site:yelp.com",,,,,,"www.google.com/search?q=Armor Coat in Los Angeles, CA site:facebook.com",https://www.facebook.com/Armor-Coat-Refinishing-299493270096890/,1,5.0,,6,6,"www.google.com/search?q=Armor Coat Los Angeles, CA Instagram",,,,,May 2022,Interior Painting,CA,Los Angeles,902820,5625479919,jsegura252@gmail.com,2022-05-06,Attempt,2021-07-19,1,Unsuccessful,1,,,,
0.0428,Handyman,00Q3q00001aPdJEEA0,Vals Handyman Services,,"2380 Sierra Blvd Sacramento, CA",,Yelp,Karla Bagalay,4/27/2022,Karla Bagalay,"www.google.com/search?q=Vals Handyman Services in Sacramento, CA",http://Valshandymanservices.com,true,3,5.0,8.0,"www.google.com/search?q=Vals Handyman Services in Sacramento, CA site:angi.com",,,,,"www.google.com/search?q=Vals Handyman Services in Sacramento, CA site:homeadvisor.com",,,,,"www.google.com/search?q=Vals Handyman Services in Sacramento, CA site:yelp.com",https://www.yelp.com/biz/vals-handyman-services-sacramento?osq=Handyman,1,1,5.0,2022-02-11,"www.google.com/search?q=Vals Handyman Services in Sacramento, CA site:facebook.com",,,,,,,"www.google.com/search?q=Vals Handyman Services Sacramento, CA Instagram",,,,,May 2022,Handyman,CA,Sacramento,95825,9168258644,Valshandymanservices1@gmail.com,2022-05-06,New,2022-06-29,1,Convert,1,2022-05-03T00:00:00Z,0063q000012vCitAAE,Sales Qualified Opportunity,
0.0468,Carpenter,00Q3q00001aQ2oLEAS,Iron River Home Repairs,,"3690 Tampa Dr. Nashville, TN",,HomeAdvisor,Karla Bagalay,5/4/2022,Karla Bagalay,"www.google.com/search?q=Iron River Home Repairs in Nashville, TN",http://irhomerepairs.com,true,9,5.0,2.0,"www.google.com/search?q=Iron River Home Repairs in Nashville, TN site:angi.com",,,,,"www.google.com/search?q=Iron River Home Repairs in Nashville, TN site:homeadvisor.com",https://www.homeadvisor.com/rated.IronRiverHomeRepairs.122590264.html,1,5.0,2022-02-16,"www.google.com/search?q=Iron River Home Repairs in Nashville, TN site:yelp.com",,,,,,"www.google.com/search?q=Iron River Home Repairs in Nashville, TN site:facebook.com",,,,,,,"www.google.com/search?q=Iron River Home Repairs Nashville, TN Instagram",,,,,May 2022,Deck or Porch Remodel or Addition,TN,Nashville,37211,6155101792,tomas@irhomerepairs.com,2022-05-06,New,2022-05-06,5,New,5,,,,
0.0886,HVAC Specialist,00Q3q00001aQ2oXEAS,Ashes N More Chimney Gutters & Roofing,,"517 Edd Ramsey Road McMinnville, TN",,HomeAdvisor,Edcelle Marie Parreno,5/4/2022,Edcelle Marie Parreno,"www.google.com/search?q=Ashes N More Chimney Gutters & Roofing in Nashville, TN",https://ashesnmorechimneyguttersroofing.com/,true,2,3.0,1.0,"www.google.com/search?q=Ashes N More Chimney Gutters & Roofing in Nashville, TN site:angi.com",https://www.angi.com/companylist/us/tn/mcminnville/ashes-n-more-chimney-gutters-and-roofing-reviews-8712825.htm,,,,"www.google.com/search?q=Ashes N More Chimney Gutters & Roofing in Nashville, TN site:homeadvisor.com",https://www.homeadvisor.com/rated.HomeMySite.122722569.html,1,1.0,2022-03-22,"www.google.com/search?q=Ashes N More Chimney Gutters & Roofing in Nashville, TN site:yelp.com",,,,,,"www.google.com/search?q=Ashes N More Chimney Gutters & Roofing in Nashville, TN site:facebook.com",,,,,,,"www.google.com/search?q=Ashes N More Chimney Gutters & Roofing Nashville, TN Instagram",,,,,May 2022,Fireplace and Chimney Cleaning or Repair,TN,Nashville,37110,9312084590,,2022-05-06,Attempt,2022-05-09,3,Unsuccessful,3,,,,
0.0428,Handyman,00Q3q00001YOcisEAD,Brian Edadiz - Unlicensed Contractor,,"8019 Grinzing Way Sacramento, CA",,HomeAdvisor,Nhejy Chua,5/10/2022,Nhejy Chua,"www.google.com/search?q=Brian Edadiz - Unlicensed Contractor in Sacramento, CA",,false,,,,"www.google.com/search?q=Brian Edadiz - Unlicensed Contractor in Sacramento, CA site:angi.com",,,,,"www.google.com/search?q=Brian Edadiz - Unlicensed Contractor in Sacramento, CA site:homeadvisor.com",https://www.homeadvisor.com/rated.Brian.104365933.html,0,0.0,,"www.google.com/search?q=Brian Edadiz - Unlicensed Contractor in Sacramento, CA site:yelp.com",,,,,,"www.google.com/search?q=Brian Edadiz - Unlicensed Contractor in Sacramento, CA site:facebook.com",,,,,,,"www.google.com/search?q=Brian Edadiz - Unlicensed Contractor Sacramento, CA Instagram",,,,,May 2022,Handyman,CA,Sacramento,95829,9165490600,,2022-05-13,Connection,2022-05-25,1,Unsuccessful,1,,,,
0.0768,Engineer and Technical Designer,00Q3q00001YOcLfEAL,"Venture Resource Associates, Inc.",,"1018 Busse Highway, Park Ridge, IL",,HomeAdvisor,Maricor Villaluz,5/12/2022,Maricor Villaluz,"www.google.com/search?q=Venture Resource Associates, Inc. in Chicago, IL",,true,,,,"www.google.com/search?q=Venture Resource Associates, Inc. in Chicago, IL site:angi.com",,,,,"www.google.com/search?q=Venture Resource Associates, Inc. in Chicago, IL site:homeadvisor.com",https://www.homeadvisor.com/sp/venture-resource-associates,,,,"www.google.com/search?q=Venture Resource Associates, Inc. in Chicago, IL site:yelp.com",,,,,,"www.google.com/search?q=Venture Resource Associates, Inc. in Chicago, IL site:facebook.com",,,,,,,"www.google.com/search?q=Venture Resource Associates, Inc. Chicago, IL Instagram",,,,,May 2022,Architectural Services,IL,Chicago,60068,3122882184,,2022-05-13,Attempt,2022-05-23,1,Unsuccessful,1,,,,
0.0931,Locksmith,00Q3q00001YOckSEAT,Clements Lock & Key,,2626 Cherokee St,,HomeAdvisor,Karla Bagalay,5/11/2022,Karla Bagalay,"www.google.com/search?q=Clements Lock & Key in Saint Louis, MO",https://www.clementslock.com/,true,37,4.5,1.0,"www.google.com/search?q=Clements Lock & Key in Saint Louis, MO site:angi.com",,,,,"www.google.com/search?q=Clements Lock & Key in Saint Louis, MO site:homeadvisor.com",https://www.homeadvisor.com/sp/clements-lock-key,,,,"www.google.com/search?q=Clements Lock & Key in Saint Louis, MO site:yelp.com",https://www.yelp.com/biz/clements-lock-and-security-st-louis,,,,,"www.google.com/search?q=Clements Lock & Key in Saint Louis, MO site:facebook.com",https://www.facebook.com/Clements-Lock-Key-1435692820016263/,,,,50,51,"www.google.com/search?q=Clements Lock & Key Saint Louis, MO Instagram",https://www.instagram.com/clementslock/,189,,,May 2022,Lock Installation and Repair,MO,Saint Louis,63118,3148652242,info@clementslock.com,2022-05-13,Connection,2022-06-01,2,Unsuccessful,2,,,,
0.0428,Handyman,00Q3q00001YOcvoEAD,Lewis Contract Services,,"120 St Abans Drive Raleigh, NC",,HomeAdvisor,Karla Bagalay,5/11/2022,Karla Bagalay,"www.google.com/search?q=Lewis Contract Services in Apex, NC",,false,,,,"www.google.com/search?q=Lewis Contract Services in Apex, NC site:angi.com",,,,,"www.google.com/search?q=Lewis Contract Services in Apex, NC site:homeadvisor.com",https://www.homeadvisor.com/rated.LewisContractServices.52083051.html,121,4.46,2021-12-05,"www.google.com/search?q=Lewis Contract Services in Apex, NC site:yelp.com",,,,,,"www.google.com/search?q=Lewis Contract Services in Apex, NC site:facebook.com",,,,,,,"www.google.com/search?q=Lewis Contract Services Apex, NC Instagram",,,,,May 2022,Handyman,NC,Apex,27609,9197917340,,2022-05-13,New,2022-05-20,2,New,2,,,,
0.0607,Home Electronics Specialist,00Q3q00001aeQqPEAU,High Tech Home Solutions,,10527 Kilchurn Court,,HomeAdvisor,Karla Bagalay,5/31/2022,Karla Bagalay,"www.google.com/search?q=High Tech Home Solutions in Charlotte, NC",https://hightech-hs.com/,true,,,,"www.google.com/search?q=High Tech Home Solutions in Charlotte, NC site:angi.com",,,,,"www.google.com/search?q=High Tech Home Solutions in Charlotte, NC site:homeadvisor.com",https://www.homeadvisor.com/rated.HighTechHomeSolutions.58102286.html,102,4.8,2022-05-26,"www.google.com/search?q=High Tech Home Solutions in Charlotte, NC site:yelp.com",https://www.yelp.com/biz/high-tech-home-solutions-charlotte,1,1,1.0,2022-05-22,"www.google.com/search?q=High Tech Home Solutions in Charlotte, NC site:facebook.com",https://www.facebook.com/High-Tech-Home-Solutions-104384748719068/,,,,7,8,"www.google.com/search?q=High Tech Home Solutions Charlotte, NC Instagram",,,,,June 2022,Home Theater System Installation or Replacement,NC,Charlotte,28277,7047817510,,2022-06-03,New,2022-06-03,3,New,3,,,,
0.0428,Handyman,00Q3q00001YOciXEAT,Lawrence Adusei,,"206 Middleway Road, 1B Middle River, MD",,HomeAdvisor,Angela Pastidio,5/10/2022,Angela Pastidio,"www.google.com/search?q=Lawrence Adusei in Bronx, NY",,false,,,,"www.google.com/search?q=Lawrence Adusei in Bronx, NY site:angi.com",,,,,"www.google.com/search?q=Lawrence Adusei in Bronx, NY site:homeadvisor.com",https://www.homeadvisor.com/rated.LawrenceAdusei.123162233.html,1,1.0,2022-02-25,"www.google.com/search?q=Lawrence Adusei in Bronx, NY site:yelp.com",,,,,,"www.google.com/search?q=Lawrence Adusei in Bronx, NY site:facebook.com",,,,,,,"www.google.com/search?q=Lawrence Adusei Bronx, NY Instagram",,,,,June 2022,Handyman,NY,Bronx,21220,4697896822,,2022-06-03,Attempt,2022-05-22,1,Unsuccessful,1,,,,
